NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,StreetAddress,Telephones,Telephone,Section21,School Fees,Urban_Rural,Towns/suburb,suburb_Latitude,suburb_longitude,Distance
700221077,Gt,Shirinda Primary School,Open,Public,Primary School,Ordinary,28.330724321,-25.705206244,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900038,"1693, Golele, Mamelodi, Mamelodi, Pretoria",128051648,128051648,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,11.28939339450424
700400503,Gt,Die Krans Christelik Onafhanlike Primere,Open,Independent,Primary School,Ordinary,28.290493,-25.742169,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900087,"3, Wilge Straat, Lydiana, Pretoria",128040906,128040906,No,Yes,Urban,Lydiana,-25.7388889,28.2911111,5.705569350831193
700221150,Gt,Tshimollo Primary School,Open,Public,Primary School,Ordinary,28.348546223,-25.715893038,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900028,"7265, Shabangu Street, Mamelodi West, Mamelodi, Pretoria",129426602,129426602,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,12.21757335223476
700231712,Gt,Greenwood College,Open,Independent,Combined School,Ordinary,28.18977912,-25.75631718,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"230, Princes Park Avenue, , Pretoria",732288954,732288954,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.05196204051984
700220871,Gt,Mononong Primary School,Open,Public,Primary School,Ordinary,28.379424069,-25.703886066,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"11299, Thibela & Seloko, Mamelodi East, Mamelodi, Pretoria",128011990,128011990,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,15.58631589397063
700922237,Gt,Mandlomsobo Primary School,Open,Public,Primary School,Ordinary,28.726094491,-25.668268665,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900104,"135, Sedction A, Ekangala, Bronkhorstspruit, Pretoria",139300403,139300403,Yes,No,Urban,Ekangala,-25.6983333,28.7530556,50.00518066131065
700240754,Gt,Ikhwezilethemba Intermediate School,Open,Public,Primary School,Ordinary,28.096010905,-25.507001721,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900029,"1191, Block Aa, Soshanguve, Pretoria",127997462,127997462,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.96004961386821
700240028,Gt,Assumption Convent School,Open,Independent,Primary School,Ordinary,28.17942558,-25.67245305,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900002,"300, Jan Van Riebeeck Street, , Pretoria North, Akasia",125655234,125655234,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,11.84548514613118
700221093,Gt,Sikhanyisele Primary School,Open,Public,Primary School,Ordinary,28.387331,-25.714523,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"19556, Tsomo, Mamelodi East, Mamelodi, Pretoria",825543649,825543649,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,15.85529610648594
700400276,Gt,Tshwane Secondary School,Open,Public,Secondary School,Ordinary,28.193013373,-25.751651489,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900080,"389, Van Der Walt Street, Pretoria Central, Pretoria",123223193,123223193,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,4.860083778981045
700401001,Gt,Maragon Mooikloof,Open,Independent,Combined School,Ordinary,28.327174,-25.857265,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900091,"1103, Eland Street, Rietfontein, Mooikloof, Pretoria",120035559,120035559,No,Yes,Urban,Rietfontein,-25.7091,28.2205,13.52908549281369
700220525,Gt,Agnes Chidi Primary School,Open,Public,Primary School,Ordinary,28.351962697,-25.715470152,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900028,"7402, Tjale/ Motlosane, Mamelodi West, Mamelodi, Pretoria",825534583,825534583,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,12.54631250011015
700910876,Gt,Lesego Primary School,Open,Public,Primary School,Ordinary,27.98624121,-25.59825381,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"5801, Zone 4, Ga-Rankuwa, Pretoria",127032892,127032892,Yes,Yes,Urban,Ga-Rankuwa,-25.6041667,28.0052778,31.38386000815242
700231761,Gt,Holy Trinity High School (Catholic Sec.),Open,Independent,Secondary School,Ordinary,28.086743442,-25.762326969,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"1, 1 Khoza Street, , Atteridgeville, Pretoria",123738311,123738311,No,Yes,Urban,Atteridgeville,-25.7629818,28.0748568,15.30614193651795
700231472,Gt,Waterkloof House Preparatory,Open,Independent,Primary School,Ordinary,28.232081667,-25.766248333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900056,"73, Charles Street, , Brooklyn, Pretoria",124605221,124605221,No,Yes,Urban,Brooklyn,-25.7646,28.2393,0.7467829472681878
700220970,Gt,Pheladi-Nakene Primary School,Open,Public,Primary School,Ordinary,28.355806,-25.711383,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900006,"6094, Mofokeng, Mamelodi, Mamelodi, Pretoria",128054154,128054154,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,13.0925799997774
700221002,Gt,Refentse Primary School,Open,Public,Primary School,Ordinary,28.359497,-25.705787,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900093,"4500, Ribane Street, Mamelodi West, Mamelodi, Pretoria",107860747,107860747,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,13.70812423440648
700211789,Gt,Wozanibone Interm Farm School,Open,Public,Secondary School,Ordinary,28.530928357,-25.904947865,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"3, Plot 36, Kameelzynkrall, Bronkhorstspruit, Pretoria",130079003,130079003,Yes,No,Urban,Kameelzynkraal,-25.92055,28.52258,33.11508580957069
700240820,Gt,Kodumela Primary School,Open,Public,Primary School,Ordinary,28.207360791,-25.60243455,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900096,"1, Nerina Street Plot 20 & 21, Horingnestkrans, Pyramid, Pretoria",799922413,799922413,Yes,No,Rural,Honingnestkrans,-25.603462695,28.191965445,18.24905987857239
700210096,Gt,Cullinan Secondary School,Open,Public,Secondary School,Ordinary,28.523584,-25.678019,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900100,"12,  Gvg Zonderwater Road, Cullinan, Cullinan, Cullinan",127341019,127341019,Yes,Yes,Urban,Cullinan,-25.670556,28.528889,30.09796076896713
700220558,Gt,Bohlabatsatsi Primary School,Open,Public,Primary School,Ordinary,28.339851827,-25.712377096,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900038,"  653, Makhusela, Mamelodi West, Mamelodi, Pretoria",761066863,761066863,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,11.63028731364057
700913626,Gt,Tim Modise Primary School,Open,Public,Primary School,Ordinary,28.00969191,-25.60768066,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900032,"7383, Makgopela, Ga-Rankuwa, Tshwane, Pretoria",127003016,127003016,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,28.86937211522468
700220418,Gt,Laerskool Queenswood,Open,Public,Primary School,Ordinary,28.25450209,-25.73049533,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"1251, Kirkby Street, Queenswood, Pretoria",123330255,123330255,Yes,Yes,Urban,Queenswood,-25.7323222,28.24756,4.074502339206045
700220897,Gt,Moretele Primary School,Open,Public,Primary School,Ordinary,28.35873019,-25.71421225,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900028,"5458, Dikgakgathe Street, Mamelodi, Mamelodi, Pretoria",123000800,123000800,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,13.21971154134315
700911845,Gt,Retlilepele Primary School,Open,Public,Primary School,Ordinary,28.076602,-25.512014,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900021,"2299, Block B, Mabopane, Pretoria",127010943,127010943,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,32.40284268953359
700241141,Gt,Redibone Primary School,Open,Public,Primary School,Ordinary,28.094392057,-25.515206247,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900034,"880, Block  F, Soshanguve, Pretoria",127976574,127976574,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.22637099441107
700241471,Gt,Tshwane Christian School,Open,Independent,Combined School,Ordinary,28.139668333,-25.538465,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900096,"101, Piet My Vrou, , Onderstepoort, Wonderboom",127516747,127516747,No,Yes,Rural,Onderstepoort,-25.6513746,28.17938670152091,26.97549513820001
700910761,Gt,Kopa Dilalelo Primary School,Open,Public,Primary School,Ordinary,28.068692798,-25.515503948,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900021,"2735, Block B, Mabopane, Mabopane, Pretoria",127028349,127028349,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,32.48127467765887
700400730,Gt,Siphiwe Montessori School,Open,Independent,Primary School,Ordinary,28.102189,-25.537904,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900036,"1480, Block L, Soshanguve, Pretoria",127308015,127308015,No,Yes,Urban,Soshanguve,-25.5263889,28.0994444,28.6401218793267
700231936,Gt,Marematlou Primary School,Open,Public,Primary School,Ordinary,28.07681557,-25.7711572,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900062,"12, Moloantoa Street, Atteridgeville, Pretoria",123738423,123738423,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,16.31558506734709
700210799,Gt,Laerskool Rayton,Open,Public,Primary School,Ordinary,28.527566293,-25.74423941,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900100,"1, Corner Of Suid And Plein Street, Rayton, Rayton, Rayton",127344141,127344141,Yes,Yes,Urban,Rayton,-25.740067,28.533168,29.00812867761191
700921428,Gt,Sitjhejiwe Secondary School,Open,Public,Secondary School,Ordinary,28.741112482,-25.683143209,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900103,"4210, 4210 Section B, Ekangala, Bronkhorstspruit, Bronkhorstspruit",872657208,872657208,Yes,No,Urban,Ekangala,-25.6983333,28.7530556,51.159328896971
700910398,Gt,Galeboe Middle School,Open,Public,Secondary School,Ordinary,28.064482,-25.466131,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900009,"1459, Mokgatle Stand, Winterveld, , Pretoria",716595504,716595504,Yes,No,Urban,Winterveld,-25.416667,28.033333,37.43812162669317
700220855,Gt,Modiri Technical School,Open,Public,Secondary School,Technical,28.365448,-25.707544,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900093,"19697, Modise Street, Mamelodi West, Mamelodi, Pretoria",814859555,814859555,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,14.14821255491038
700400097,Gt,Eduplex Combined School,Open,Independent,Intermediate School,Ordinary,28.24677183,-25.72473163,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"1186, 1186 Dormer Street, , Queenswood, Pretoria",129412000,129412000,No,Yes,Urban,Queenswood,-25.7323222,28.24756,4.479951482415602
700925181,Gt,Hlabelela Primary School,Open,Public,Primary School,Ordinary,28.751496049,-25.695173175,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900105," 701, Section D, Ekangala, Bronkhorstspruit, Bronkhorstspruit",817514689,817514689,Yes,No,Urban,Ekangala,-25.6983333,28.7530556,51.96887427586007
700911971,Gt,Seroto Matshehla Primary School,Open,Public,Primary School,Ordinary,28.250981549,-25.357746896,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900076,"4751, Mosate Section, Majaneng, Hammanskraal, Pretoria",127100011,127100011,Yes,No,Urban,Majaneng,-25.3572222,28.24,45.08700420562553
700911829,Gt,Reneilwe Primary School,Open,Public,Primary School,Ordinary,28.263143174,-25.374768227,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"2472, Unit 2, Temba, Temba, Pretoria",127175914,127175914,Yes,No,Urban,Temba,-25.3802778,28.2630556,43.25252678689972
700912187,Gt,Tlotlompho Primary School,Open,Public,Primary School,Ordinary,27.991442246,-25.615560673,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"650, Taunyane, Ga-Rankuwa, Ga-Rankuwa, Pretoria",127031011,127031011,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.85990602367822
700400435,Gt,Curro Hazeldean High School,Open,Independent,Secondary School,Ordinary,28.387333,-25.780694,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,", Silver Lakes Street, , Hazeldean, Pretoria",128098916,128098916,No,Yes,Urban,Hazeldean,-25.7845,28.3544,14.95579535293472
700911703,Gt,Radineo Primary School,Open,Public,Primary School,Ordinary,28.039947784,-25.497816954,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900022,"1051, Block U, Mabopane, Mabopane, Pretoria",127024800,127024800,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,35.69751436568942
700400633,Gt,Jacaranda College,Open,Independent,Primary School,Ordinary,28.145176,-25.906497,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900064,"4, Amanda Street, The Reeds, Centurion",126619222,126619222,No,Yes,Urban, The Reeds,-25.8991667,28.1341667,18.33496684097751
700921692,Gt,Mahlenga Secondary School,Open,Public,Secondary School,Ordinary,28.894341666,-25.601236667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900105,"111, Sokhulumi Village, Bronkhorstspruit, Pretoria",813251505,813251505,Yes,No,Urban,Bronkhorstspruit,-25.808056,28.741389,68.20128303851962
700220939,Gt,N'Wa-Vangani Primary School,Open,Public,Primary School,Ordinary,28.386183001,-25.723474,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900015,"17986, Motimalenyora, Mamelodi, Mamelodi, Pretoria",128158095,128158095,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,15.42551254863389
700240663,Gt,Entokozweni Primary School,Open,Public,Primary School,Ordinary,28.1141803,-25.51056313,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"1316, Block G, Soshanguve, Pretoria",127972004,127972004,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,30.82036437626227
700400975,Gt,Centurion Secondary School,Open,Public,Secondary School,Ordinary,28.142251,-25.865018,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900070,"939, Hendrik Street, Wierdapark, Centurion",126534167,126534167,Yes,Yes,Urban,Wierdapark,-25.8602778,28.1466667,14.78052490719437
700211409,Gt,Irene Middle Farm School,Open,Public,Primary School,Ordinary,28.228288812,-25.877635314,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900065,"12, Co\Nelmapius & Jansmuts Avenue, Irene, Irene, Centurion",126671968,126671968,Yes,No,Urban,Irene,-25.8812,28.2263,12.57122375211624
700230789,Gt,Laerskool Boerefort,Open,Public,Primary School,Ordinary,28.192745847,-25.700363109,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900054,"325, De Beer Street, Wonderboom South, Pretoria",123352841,123352841,Yes,Yes,Urban,Wonderboom,-25.6833333,28.2113889,8.512657191186836
700400869,Gt,Greenhill Gb Primary School,Open,Independent,Primary School,Ordinary,28.081444,-25.904612,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900106,"232, Monument Drive, Mnandi Ah, Centurion",126523903,126523903,No,Yes,Urban,Mnandi Ah,-25.8861,28.0742,22.16010158163414
700230987,Gt,Laerskool Saamspan,Open,Public,Primary School,Ordinary,28.15719544,-25.69792039,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900001,"545, Danielstraat, Mountain View, Pretoria",123799019,123799019,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,11.06548137804749
700401069,Gt,Cullinan Primary School,Open,Public,Primary School,Ordinary,28.521451,-25.673904,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900100,"7824, Kameeldoring Street, Cullinan, Cullinan, Pretoria",127341990,127341990,No,Yes,Urban,Cullinan,-25.670556,28.528889,30.04497339610773
700220590,Gt,Dr Im Monare Primary School,Open,Public,Primary School,Ordinary,28.362072361,-25.7112922,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900028,"9994, Ntsieng Street, Mamelodi  West, Mamelodi, Pretoria",823731633,823731633,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,13.66126926281371
700240572,Gt,Boepathutse Junior Secondary School,Open,Public,Combined School,Ordinary,28.104061771,-25.511289659,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"1514, Mosenene Street, Block F, Soshanguve, Pretoria",127992502,127992502,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.17591492262892
700230391,Gt,Iona Convent,Open,Independent,Combined School,Ordinary,28.2032191,-25.72821441,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"263, Voortrekker Road, , Capital Park, Pretoria",123291033,123291033,No,Yes,Urban,Capital Park ,-25.7241667,28.1877778,5.417872220108968
700231878,Gt,Mabafeng Primary School,Open,Public,Primary School,Ordinary,28.06431049,-25.77732963,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900062,"2, Tshitshidi, Saulsville, Pretoria",123755911,123755911,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,17.60993977629212
700231910,Gt,Makgwaraneng Primary School,Open,Public,Primary School,Ordinary,28.065105363,-25.780918434,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900072,"01, Cnr Tshepe & Tsitoe, Saulsville, Pretoria",123756999,123756999,Yes,No,Rural,Saulsville,-25.7702778,28.0547222,17.56665553973428
700221218,Gt,Zamintuthuko Primary School,Open,Public,Primary School,Ordinary,28.339613354,-25.70310929,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900067,"2329, Section G. Sibande, Mamelodi West, Silverton, Pretoria",128054270,128054270,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,12.15415306339995
700910524,Gt,Ikageng Primary School,Open,Public,Primary School,Ordinary,28.00092124,-25.612116989,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"2830, Matshego Street, Ga-Rankuwa, Zone 2, Pretoria",127032624,127032624,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.2905039205853
700231043,Gt,Loreto Convent School,Open,Independent,Combined School,Ordinary,28.184955,-25.752435,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"135, Skinner Street, , Pretoria",123266342,123266342,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.616073216455536
700211078,Gt,St Alban'S College,Open,Independent,Secondary School,Ordinary,28.284526042,-25.773330531,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900046,"110, Clearwater Road, , Lynnwood Glen, Pretoria",123481221,123481221,No,Yes,Urban,Lynnwood Glen,-25.7727778,28.2794444,4.638703704108815
700240879,Gt,Leeuwfontein Primary Farm School,Open,Public,Primary School,Ordinary,28.37585494,-25.65552487,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900099,"63, Plot 63, Leeuwfontein, Lynn East, Pretoria",128003330,128003330,Yes,No,Rural,East Lynne,-25.7064,28.273,18.27134991643362
700240739,Gt,Hlanganani Secondary School,Open,Public,Secondary School,Ordinary,28.11805418,-25.50910834,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"971, Block G, Soshanguve, Pretoria",127993590,127993590,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,30.81183192695619
700221135,Gt,Tlakukani Primary School,Open,Public,Primary School,Ordinary,28.368978001,-25.715540754,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"12506, Tsamaya, Mamemlodi, Pretoria",128011684,128011684,Yes,No,Urban,Mamelodi,-25.723444,28.422152,14.10099995028803
700241562,Gt,Princess Park College Rosslyn,Open,Independent,Primary School,Ordinary,28.132586666,-25.633018333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900098,"135, Ametis Road, , Klerksoord, Akasia",829679929,829679929,No,Yes,Urban,Klerksoord,-25.6486267816,28.1168621839,18.08911416919381
700230961,Gt,Laerskool Pretoria-Oos,Open,Public,Primary School,Ordinary,28.230087,-25.75863008,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900056,"209, Roper, , Brooklyn, Pretoria",123621335,123621335,Yes,Yes,Urban,Brooklyn,-25.7646,28.2393,1.136499609332665
700221176,Gt,Uoane Primary School,Open,Public,Primary School,Ordinary,28.386145,-25.710024,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"14848, Ramaila Street, Mamelodi, Mamelodi, Pretoria",128011617,128011617,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,15.92659038116333
700221200,Gt,Zakhele Primary School,Open,Public,Primary School,Ordinary,28.379106999,-25.70648,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"11687, Makgatholela, Mamelodi East, Mamelodi, Pretoria",128010529,128010529,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,15.4354199018537
700231035,Gt,Laerskool Wonderboom-Suid,Open,Public,Primary School,Ordinary,28.20575336,-25.70547401,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900054,"785, 12E Laan, , Wonderboom-Suid, Pretoria",129428705,129428705,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,7.36450699765015
700211094,Gt,St Paulus Laerskool,Open,Independent,Primary School,Ordinary,28.285408333,-25.750025,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900046,"23, Boekenhout Street, , Brummeria, Pretoria",128049670,128049670,No,Yes,Urban,Brummeria,-25.7442235,28.2835614,4.899422130552313
700914245,Gt,Busy Bee Junior  Primary School,Open,Independent,Primary School,Ordinary,28.279905,-25.350016667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"64, Eighth Street, , Wonderboom, Wonderboom",127199290,127199290,No,Yes,Urban,Wonderboom,-25.6833333,28.2113889,46.10896202122891
700912260,Gt,Tsibogo Primary School,Open,Public,Combined School,Ordinary,28.03699757,-25.497841117,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900022,"748, Block U, Mabopane, Pretoria",127011644,127011644,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,35.86231408107574
700210153,Gt,Hoërskool Die Wilgers,Open,Public,Secondary School,Ordinary,28.30421573,-25.76449517,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900046,"  8, Frankweg, Lynnwoodrif, Tshwane, Pretoria",128075229,128075229,Yes,Yes,Urban,Lynnwood Ridge,-25.7627778,28.2933333,6.512125826554716
700910824,Gt,Lebogang Primary School,Open,Public,Primary School,Ordinary,27.97973847,-25.59998174,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"5806, Sefolo Street, Zone 4, Ga-Rankuwa, Ga-Rankuwa",127038123,127038123,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,31.80425415830102
700400980,Gt,Acudeo College Kirkney,Open,Independent,Combined School,Ordinary,28.096973,-25.725024,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900055,"3264, Simonsberg, Kirkney, Pretoria",129419681,129419681,No,Yes,Urban,Kirkney,-25.7191667,28.1016667,14.93800817665072
700914265,Gt,Reatlegile Primary School,Open,Public,Primary School,Ordinary,28.026005,-25.509735,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900022,"3291, Unit U. Extention, Mabopane, Pretoria",127258038,127258038,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,35.44004298679367
700231662,Gt,Esikhisini Primary School,Open,Public,Primary School,Ordinary,28.05239015,-25.7681036,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900063,"2, Leboa, Saulsville, Atteridgeville, Pretoria",123759129,123759129,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,18.75386457387382
700911114,Gt,Maropeng Primary School,Open,Public,Primary School,Ordinary,27.97595974,-25.595061441,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"811, Ntsimane, Ga-Rankuwa, Pretoria",677290819,677290819,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,32.42883209903676
700400340,Gt,Queens Private School,Open,Independent,Combined School,Ordinary,28.16205,-25.74829,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"310, Church Street, , Pretoria",123276714,123276714,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,7.957821047749947
700230771,Gt,Laerskool Bergsig,Open,Public,Primary School,Ordinary,28.166785281,-25.69968456,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900054,"336, Irvine Laan, , Mountain View, Pretoria",123791455,123791455,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,10.23058116156172
700401117,Gt,Trinityhouse Heritage Hill,Open,Independent,Combined School,Ordinary,28.181383,-25.898719,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900065,"1, Heritage Hill Boulevard,  Heritage Hill, Centurion, Centurion",120031395,120031395,No,Yes,Urban,Heritage Hill,-25.9079089,28.1758447,15.9527845198002
700220129,Gt,Deutsche Schule Pretoria,Open,Independent,Combined School,Ordinary,28.32869677,-25.7489607,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900041,"0, Simon Vermooten Road, , The Willows, Pretoria",128034106,128034106,No,Yes,Urban,The Willows,-25.7524129,28.3491169,9.134371859833493
700910214,Gt,Botsalo Primary School,Open,Public,Primary School,Ordinary,28.05568188,-25.509051381,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900021,"4555, Block B, Mabopane, Pretoria",127023800,127023800,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,33.78595156081055
700220095,Gt,Christian Brothers' College Mount Edmund,Open,Independent,Combined School,Ordinary,28.26882144,-25.73639805,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900046,"106, Pretoria Road, , Weavind Park, Silverton",128041801,128041801,No,Yes,Urban,Weavind Park,-25.73172,28.27257,4.305101778591731
